id_badania,nazwa,opis
452,Badanie tarczycy,Standardowe badanie diagnostyczne.
453,Badanie okulistyczne,Stosowane w diagnostyce przewlekłych chorób.
454,Rezonans magnetyczny,Standardowe badanie diagnostyczne.
455,Badanie tarczycy,Zalecane przy podejrzeniu infekcji.
456,USG jamy brzusznej,Pomiar funkcji narządów wewnętrznych.
457,Tomografia komputerowa,Wymaga przygotowania na czczo.
458,Badanie okulistyczne,Badanie obrazowe wysokiej rozdzielczości.
459,Morfologia krwi,Nieinwazyjne i bezbolesne.
460,Badanie moczu,Ocena stanu układu krążenia.
461,Badanie okulistyczne,Nieinwazyjne i bezbolesne.
462,EKG,Stosowane w diagnostyce przewlekłych chorób.
463,Audiometria,Nieinwazyjne i bezbolesne.
464,USG jamy brzusznej,Pomiar funkcji narządów wewnętrznych.
465,Spirometria,Zalecane przy podejrzeniu infekcji.
466,Spirometria,Stosowane w diagnostyce przewlekłych chorób.
467,Echo serca,Standardowe badanie diagnostyczne.
468,Badanie hormonalne,Pomiar funkcji narządów wewnętrznych.
469,Test obciążenia glukozą,Zalecane przy podejrzeniu infekcji.
470,Lipidogram,Zalecane przy podejrzeniu infekcji.
471,Test PCR,Zalecane przy podejrzeniu infekcji.
472,Spirometria,Ocena stanu układu krążenia.
473,Badanie moczu,Badanie obrazowe wysokiej rozdzielczości.
474,Cytologia,Pomiar funkcji narządów wewnętrznych.
475,Holter EKG,Badanie obrazowe wysokiej rozdzielczości.
476,USG jamy brzusznej,Stosowane w diagnostyce przewlekłych chorób.
477,Kolonoskopia,Stosowane w diagnostyce przewlekłych chorób.
478,Audiometria,Wskazanie do wykonania w ramach profilaktyki.
479,Badanie okulistyczne,Wskazanie do wykonania w ramach profilaktyki.
480,Tomografia komputerowa,Zalecane przy podejrzeniu infekcji.
481,Badanie poziomu cukru,Badanie obrazowe wysokiej rozdzielczości.
482,Spirometria,Standardowe badanie diagnostyczne.
483,Badanie okulistyczne,Standardowe badanie diagnostyczne.
484,Test PCR,Pomiar funkcji narządów wewnętrznych.
485,Badanie kału,Wskazanie do wykonania w ramach profilaktyki.
486,Holter EKG,Stosowane w diagnostyce przewlekłych chorób.
487,Badanie moczu,Zalecane przy podejrzeniu infekcji.
488,Holter EKG,Ocena stanu układu krążenia.
489,Badanie poziomu witaminy D,Nieinwazyjne i bezbolesne.
490,Spirometria,Stosowane w diagnostyce przewlekłych chorób.
491,Echo serca,Nieinwazyjne i bezbolesne.
492,Spirometria,Wyniki dostępne w ciągu 24 godzin.
493,Kolonoskopia,Wyniki dostępne w ciągu 24 godzin.
494,RTG klatki piersiowej,Zalecane przy podejrzeniu infekcji.
495,Spirometria,Nieinwazyjne i bezbolesne.
496,Tomografia komputerowa,Wskazanie do wykonania w ramach profilaktyki.
497,Tomografia komputerowa,Standardowe badanie diagnostyczne.
498,RTG klatki piersiowej,Nieinwazyjne i bezbolesne.
499,Holter EKG,Wymaga przygotowania na czczo.
500,Badanie poziomu witaminy D,Wyniki dostępne w ciągu 24 godzin.
501,Holter EKG,Nieinwazyjne i bezbolesne.
502,Badanie przeciwciał,Wymaga przygotowania na czczo.
503,Rezonans magnetyczny,Nieinwazyjne i bezbolesne.
504,RTG klatki piersiowej,Wyniki dostępne w ciągu 24 godzin.
505,USG jamy brzusznej,Wyniki dostępne w ciągu 24 godzin.
506,Test alergiczny,Wskazanie do wykonania w ramach profilaktyki.
507,Test alergiczny,Wymaga przygotowania na czczo.
508,Audiometria,Nieinwazyjne i bezbolesne.
509,Audiometria,Badanie obrazowe wysokiej rozdzielczości.
510,Audiometria,Zalecane przy podejrzeniu infekcji.
511,USG jamy brzusznej,Ocena stanu układu krążenia.
512,Cytologia,Stosowane w diagnostyce przewlekłych chorób.
513,Badanie poziomu witaminy D,Wymaga przygotowania na czczo.
514,Badanie okulistyczne,Standardowe badanie diagnostyczne.
515,Badanie hormonalne,Nieinwazyjne i bezbolesne.
516,Audiometria,Standardowe badanie diagnostyczne.
517,Rezonans magnetyczny,Standardowe badanie diagnostyczne.
518,Badanie przeciwciał,Wymaga przygotowania na czczo.
519,RTG klatki piersiowej,Wyniki dostępne w ciągu 24 godzin.
520,Badanie okulistyczne,Nieinwazyjne i bezbolesne.
521,Badanie kału,Nieinwazyjne i bezbolesne.
522,Rezonans magnetyczny,Wskazanie do wykonania w ramach profilaktyki.
523,Echo serca,Pomiar funkcji narządów wewnętrznych.
524,Rezonans magnetyczny,Zalecane przy podejrzeniu infekcji.
525,Badanie kału,Pomiar funkcji narządów wewnętrznych.
526,Badanie okulistyczne,Wymaga przygotowania na czczo.
527,RTG klatki piersiowej,Nieinwazyjne i bezbolesne.
528,Spirometria,Zalecane przy podejrzeniu infekcji.
529,Lipidogram,Pomiar funkcji narządów wewnętrznych.
530,RTG klatki piersiowej,Ocena stanu układu krążenia.
531,Test alergiczny,Ocena stanu układu krążenia.
532,Badanie moczu,Standardowe badanie diagnostyczne.
533,Badanie hormonalne,Standardowe badanie diagnostyczne.
534,Cytologia,Stosowane w diagnostyce przewlekłych chorób.
535,Badanie kału,Wskazanie do wykonania w ramach profilaktyki.
536,Badanie tarczycy,Wskazanie do wykonania w ramach profilaktyki.
537,Cytologia,Ocena stanu układu krążenia.
538,Test obciążenia glukozą,Zalecane przy podejrzeniu infekcji.
539,Badanie poziomu witaminy D,Badanie obrazowe wysokiej rozdzielczości.
540,Badanie kału,Nieinwazyjne i bezbolesne.
541,Test PCR,Zalecane przy podejrzeniu infekcji.
542,Badanie hormonalne,Standardowe badanie diagnostyczne.
543,Badanie przeciwciał,Nieinwazyjne i bezbolesne.
544,Badanie poziomu witaminy D,Zalecane przy podejrzeniu infekcji.
545,Lipidogram,Zalecane przy podejrzeniu infekcji.
546,Echo serca,Wyniki dostępne w ciągu 24 godzin.
547,Badanie poziomu cukru,Stosowane w diagnostyce przewlekłych chorób.
548,RTG klatki piersiowej,Nieinwazyjne i bezbolesne.
549,Test obciążenia glukozą,Badanie obrazowe wysokiej rozdzielczości.
550,Badanie moczu,Zalecane przy podejrzeniu infekcji.
551,Morfologia krwi,Wyniki dostępne w ciągu 24 godzin.
552,Badanie kału,Badanie obrazowe wysokiej rozdzielczości.
553,Test alergiczny,Zalecane przy podejrzeniu infekcji.
554,Badanie poziomu witaminy D,Ocena stanu układu krążenia.
555,Badanie poziomu cukru,Nieinwazyjne i bezbolesne.
556,Rezonans magnetyczny,Stosowane w diagnostyce przewlekłych chorób.
557,USG jamy brzusznej,Wymaga przygotowania na czczo.
558,EKG,Ocena stanu układu krążenia.
559,Echo serca,Standardowe badanie diagnostyczne.
560,Spirometria,Standardowe badanie diagnostyczne.
561,Cytologia,Ocena stanu układu krążenia.
562,Holter EKG,Pomiar funkcji narządów wewnętrznych.
563,Lipidogram,Ocena stanu układu krążenia.
564,Badanie tarczycy,Standardowe badanie diagnostyczne.
565,Badanie poziomu cukru,Wymaga przygotowania na czczo.
566,Badanie okulistyczne,Ocena stanu układu krążenia.
567,Rezonans magnetyczny,Zalecane przy podejrzeniu infekcji.
568,Test obciążenia glukozą,Badanie obrazowe wysokiej rozdzielczości.
569,Badanie poziomu cukru,Pomiar funkcji narządów wewnętrznych.
570,Cytologia,Standardowe badanie diagnostyczne.
571,Gastroskopia,Stosowane w diagnostyce przewlekłych chorób.
572,Gastroskopia,Wyniki dostępne w ciągu 24 godzin.
573,Gastroskopia,Standardowe badanie diagnostyczne.
574,Badanie tarczycy,Ocena stanu układu krążenia.
575,Badanie poziomu cukru,Wymaga przygotowania na czczo.
576,Badanie hormonalne,Wyniki dostępne w ciągu 24 godzin.
577,Badanie poziomu witaminy D,Wymaga przygotowania na czczo.
578,Badanie okulistyczne,Wymaga przygotowania na czczo.
579,Test obciążenia glukozą,Ocena stanu układu krążenia.
580,Cytologia,Standardowe badanie diagnostyczne.
581,Gastroskopia,Stosowane w diagnostyce przewlekłych chorób.
582,Badanie poziomu cukru,Nieinwazyjne i bezbolesne.
583,Badanie tarczycy,Wymaga przygotowania na czczo.
584,Rezonans magnetyczny,Nieinwazyjne i bezbolesne.
585,Badanie poziomu cukru,Nieinwazyjne i bezbolesne.
586,Lipidogram,Zalecane przy podejrzeniu infekcji.
587,USG jamy brzusznej,Wyniki dostępne w ciągu 24 godzin.
588,Rezonans magnetyczny,Wyniki dostępne w ciągu 24 godzin.
589,Badanie moczu,Ocena stanu układu krążenia.
590,Badanie hormonalne,Nieinwazyjne i bezbolesne.
591,Audiometria,Pomiar funkcji narządów wewnętrznych.
592,Badanie przeciwciał,Badanie obrazowe wysokiej rozdzielczości.
593,Badanie okulistyczne,Pomiar funkcji narządów wewnętrznych.
594,Test alergiczny,Nieinwazyjne i bezbolesne.
595,EKG,Badanie obrazowe wysokiej rozdzielczości.
596,Spirometria,Standardowe badanie diagnostyczne.
597,Holter EKG,Wskazanie do wykonania w ramach profilaktyki.
598,Badanie poziomu witaminy D,Stosowane w diagnostyce przewlekłych chorób.
599,EKG,Stosowane w diagnostyce przewlekłych chorób.
600,Lipidogram,Nieinwazyjne i bezbolesne.
601,Badanie przeciwciał,Wymaga przygotowania na czczo.
602,Audiometria,Wyniki dostępne w ciągu 24 godzin.
603,Badanie okulistyczne,Zalecane przy podejrzeniu infekcji.
604,Badanie hormonalne,Stosowane w diagnostyce przewlekłych chorób.
605,Test obciążenia glukozą,Ocena stanu układu krążenia.
606,Test alergiczny,Wymaga przygotowania na czczo.
607,Badanie moczu,Badanie obrazowe wysokiej rozdzielczości.
608,Kolonoskopia,Wymaga przygotowania na czczo.
609,Rezonans magnetyczny,Wyniki dostępne w ciągu 24 godzin.
610,Badanie tarczycy,Nieinwazyjne i bezbolesne.
611,Cytologia,Standardowe badanie diagnostyczne.
612,Cytologia,Badanie obrazowe wysokiej rozdzielczości.
613,Badanie kału,Wymaga przygotowania na czczo.
614,Badanie kału,Wyniki dostępne w ciągu 24 godzin.
615,Badanie moczu,Standardowe badanie diagnostyczne.
616,Badanie okulistyczne,Wymaga przygotowania na czczo.
617,USG jamy brzusznej,Zalecane przy podejrzeniu infekcji.
618,Badanie okulistyczne,Pomiar funkcji narządów wewnętrznych.
619,Badanie hormonalne,Badanie obrazowe wysokiej rozdzielczości.
620,Echo serca,Ocena stanu układu krążenia.
621,Morfologia krwi,Pomiar funkcji narządów wewnętrznych.
622,Audiometria,Wyniki dostępne w ciągu 24 godzin.
623,Cytologia,Wskazanie do wykonania w ramach profilaktyki.
624,Test PCR,Ocena stanu układu krążenia.
625,Badanie okulistyczne,Stosowane w diagnostyce przewlekłych chorób.
626,Badanie hormonalne,Wyniki dostępne w ciągu 24 godzin.
627,Echo serca,Pomiar funkcji narządów wewnętrznych.
628,Badanie tarczycy,Ocena stanu układu krążenia.
629,Test obciążenia glukozą,Wyniki dostępne w ciągu 24 godzin.
630,Audiometria,Pomiar funkcji narządów wewnętrznych.
631,Badanie moczu,Pomiar funkcji narządów wewnętrznych.
632,Badanie kału,Ocena stanu układu krążenia.
633,Cytologia,Stosowane w diagnostyce przewlekłych chorób.
634,Echo serca,Wyniki dostępne w ciągu 24 godzin.
635,Badanie poziomu cukru,Ocena stanu układu krążenia.
636,Audiometria,Stosowane w diagnostyce przewlekłych chorób.
637,Test PCR,Badanie obrazowe wysokiej rozdzielczości.
638,Badanie poziomu cukru,Zalecane przy podejrzeniu infekcji.
639,Lipidogram,Wymaga przygotowania na czczo.
640,Test alergiczny,Nieinwazyjne i bezbolesne.
641,USG jamy brzusznej,Nieinwazyjne i bezbolesne.
642,Kolonoskopia,Wyniki dostępne w ciągu 24 godzin.
643,Cytologia,Standardowe badanie diagnostyczne.
644,Holter EKG,Standardowe badanie diagnostyczne.
645,Test obciążenia glukozą,Pomiar funkcji narządów wewnętrznych.
646,Badanie poziomu witaminy D,Wyniki dostępne w ciągu 24 godzin.
647,Spirometria,Zalecane przy podejrzeniu infekcji.
648,Kolonoskopia,Nieinwazyjne i bezbolesne.
649,Test PCR,Ocena stanu układu krążenia.
650,Badanie poziomu witaminy D,Nieinwazyjne i bezbolesne.
651,Kolonoskopia,Pomiar funkcji narządów wewnętrznych.
652,Test obciążenia glukozą,Ocena stanu układu krążenia.
653,Badanie poziomu cukru,Wyniki dostępne w ciągu 24 godzin.
654,Badanie tarczycy,Nieinwazyjne i bezbolesne.
655,EKG,Wymaga przygotowania na czczo.
656,Morfologia krwi,Wskazanie do wykonania w ramach profilaktyki.
657,Test alergiczny,Nieinwazyjne i bezbolesne.
658,Badanie kału,Pomiar funkcji narządów wewnętrznych.
659,Test PCR,Stosowane w diagnostyce przewlekłych chorób.
660,EKG,Wyniki dostępne w ciągu 24 godzin.
661,Tomografia komputerowa,Ocena stanu układu krążenia.
662,EKG,Wyniki dostępne w ciągu 24 godzin.
663,RTG klatki piersiowej,Wyniki dostępne w ciągu 24 godzin.
664,Badanie przeciwciał,Badanie obrazowe wysokiej rozdzielczości.
665,Test obciążenia glukozą,Wymaga przygotowania na czczo.
666,Badanie kału,Nieinwazyjne i bezbolesne.
667,Lipidogram,Zalecane przy podejrzeniu infekcji.
668,Gastroskopia,Pomiar funkcji narządów wewnętrznych.
669,Gastroskopia,Wymaga przygotowania na czczo.
670,Badanie okulistyczne,Standardowe badanie diagnostyczne.
671,Badanie tarczycy,Stosowane w diagnostyce przewlekłych chorób.
672,Lipidogram,Wymaga przygotowania na czczo.
673,Badanie hormonalne,Wskazanie do wykonania w ramach profilaktyki.
674,Badanie kału,Zalecane przy podejrzeniu infekcji.
675,Badanie hormonalne,Standardowe badanie diagnostyczne.
676,Morfologia krwi,Badanie obrazowe wysokiej rozdzielczości.
677,Badanie przeciwciał,Zalecane przy podejrzeniu infekcji.
678,Echo serca,Badanie obrazowe wysokiej rozdzielczości.
679,Cytologia,Nieinwazyjne i bezbolesne.
680,Rezonans magnetyczny,Zalecane przy podejrzeniu infekcji.
681,USG jamy brzusznej,Pomiar funkcji narządów wewnętrznych.
682,Audiometria,Badanie obrazowe wysokiej rozdzielczości.
683,Badanie tarczycy,Zalecane przy podejrzeniu infekcji.
684,Holter EKG,Wyniki dostępne w ciągu 24 godzin.
685,Kolonoskopia,Nieinwazyjne i bezbolesne.
686,Badanie moczu,Pomiar funkcji narządów wewnętrznych.
687,Badanie hormonalne,Wyniki dostępne w ciągu 24 godzin.
688,Audiometria,Nieinwazyjne i bezbolesne.
689,Lipidogram,Badanie obrazowe wysokiej rozdzielczości.
690,Badanie tarczycy,Wyniki dostępne w ciągu 24 godzin.
691,Test alergiczny,Wskazanie do wykonania w ramach profilaktyki.
692,RTG klatki piersiowej,Zalecane przy podejrzeniu infekcji.
693,Echo serca,Wymaga przygotowania na czczo.
694,Badanie przeciwciał,Nieinwazyjne i bezbolesne.
695,Badanie przeciwciał,Standardowe badanie diagnostyczne.
696,Badanie okulistyczne,Badanie obrazowe wysokiej rozdzielczości.
697,Lipidogram,Pomiar funkcji narządów wewnętrznych.
698,Audiometria,Nieinwazyjne i bezbolesne.
699,Badanie kału,Wskazanie do wykonania w ramach profilaktyki.
700,Badanie tarczycy,Wskazanie do wykonania w ramach profilaktyki.
701,Rezonans magnetyczny,Stosowane w diagnostyce przewlekłych chorób.
702,Lipidogram,Ocena stanu układu krążenia.
703,Badanie hormonalne,Pomiar funkcji narządów wewnętrznych.
704,Lipidogram,Wymaga przygotowania na czczo.
705,Badanie moczu,Wskazanie do wykonania w ramach profilaktyki.
706,Morfologia krwi,Zalecane przy podejrzeniu infekcji.
707,Test alergiczny,Standardowe badanie diagnostyczne.
708,Badanie przeciwciał,Standardowe badanie diagnostyczne.
709,Test PCR,Pomiar funkcji narządów wewnętrznych.
710,Rezonans magnetyczny,Wskazanie do wykonania w ramach profilaktyki.
711,Holter EKG,Zalecane przy podejrzeniu infekcji.
712,Morfologia krwi,Pomiar funkcji narządów wewnętrznych.
713,Kolonoskopia,Badanie obrazowe wysokiej rozdzielczości.
714,Badanie hormonalne,Standardowe badanie diagnostyczne.
715,RTG klatki piersiowej,Standardowe badanie diagnostyczne.
716,Rezonans magnetyczny,Wskazanie do wykonania w ramach profilaktyki.
717,Badanie hormonalne,Nieinwazyjne i bezbolesne.
718,Audiometria,Nieinwazyjne i bezbolesne.
719,USG jamy brzusznej,Wyniki dostępne w ciągu 24 godzin.
720,Tomografia komputerowa,Pomiar funkcji narządów wewnętrznych.
721,Badanie tarczycy,Wymaga przygotowania na czczo.
722,EKG,Ocena stanu układu krążenia.
723,Morfologia krwi,Stosowane w diagnostyce przewlekłych chorób.
724,Gastroskopia,Wymaga przygotowania na czczo.
725,Test obciążenia glukozą,Zalecane przy podejrzeniu infekcji.
726,Test PCR,Wymaga przygotowania na czczo.
727,Test PCR,Ocena stanu układu krążenia.
728,Spirometria,Zalecane przy podejrzeniu infekcji.
729,Echo serca,Nieinwazyjne i bezbolesne.
730,RTG klatki piersiowej,Wymaga przygotowania na czczo.
731,EKG,Wymaga przygotowania na czczo.
732,Badanie poziomu cukru,Stosowane w diagnostyce przewlekłych chorób.
733,Cytologia,Pomiar funkcji narządów wewnętrznych.
734,Badanie okulistyczne,Nieinwazyjne i bezbolesne.
735,Spirometria,Ocena stanu układu krążenia.
736,Tomografia komputerowa,Standardowe badanie diagnostyczne.
737,Badanie poziomu witaminy D,Nieinwazyjne i bezbolesne.
738,Test obciążenia glukozą,Wskazanie do wykonania w ramach profilaktyki.
739,Badanie kału,Pomiar funkcji narządów wewnętrznych.
740,Rezonans magnetyczny,Pomiar funkcji narządów wewnętrznych.
741,Badanie poziomu witaminy D,Pomiar funkcji narządów wewnętrznych.
742,Badanie hormonalne,Wymaga przygotowania na czczo.
743,Badanie kału,Nieinwazyjne i bezbolesne.
744,Tomografia komputerowa,Nieinwazyjne i bezbolesne.
745,Badanie przeciwciał,Wskazanie do wykonania w ramach profilaktyki.
746,Badanie kału,Stosowane w diagnostyce przewlekłych chorób.
747,Badanie moczu,Badanie obrazowe wysokiej rozdzielczości.
748,Badanie poziomu witaminy D,Stosowane w diagnostyce przewlekłych chorób.
749,Tomografia komputerowa,Standardowe badanie diagnostyczne.
750,Gastroskopia,Pomiar funkcji narządów wewnętrznych.
751,Echo serca,Wymaga przygotowania na czczo.
752,Cytologia,Wymaga przygotowania na czczo.
753,Rezonans magnetyczny,Wymaga przygotowania na czczo.
754,Lipidogram,Ocena stanu układu krążenia.
755,USG jamy brzusznej,Badanie obrazowe wysokiej rozdzielczości.
756,Cytologia,Standardowe badanie diagnostyczne.
757,Echo serca,Ocena stanu układu krążenia.
758,USG jamy brzusznej,Standardowe badanie diagnostyczne.
759,Holter EKG,Wskazanie do wykonania w ramach profilaktyki.
760,RTG klatki piersiowej,Badanie obrazowe wysokiej rozdzielczości.
761,Tomografia komputerowa,Ocena stanu układu krążenia.
762,Badanie poziomu witaminy D,Wskazanie do wykonania w ramach profilaktyki.
763,EKG,Badanie obrazowe wysokiej rozdzielczości.
764,Tomografia komputerowa,Wymaga przygotowania na czczo.
765,Badanie poziomu cukru,Standardowe badanie diagnostyczne.
766,EKG,Standardowe badanie diagnostyczne.
767,Echo serca,Zalecane przy podejrzeniu infekcji.
768,Rezonans magnetyczny,Ocena stanu układu krążenia.
769,EKG,Pomiar funkcji narządów wewnętrznych.
770,Badanie przeciwciał,Badanie obrazowe wysokiej rozdzielczości.
771,Badanie kału,Badanie obrazowe wysokiej rozdzielczości.
772,Badanie hormonalne,Badanie obrazowe wysokiej rozdzielczości.
773,Badanie przeciwciał,Nieinwazyjne i bezbolesne.
774,Badanie okulistyczne,Zalecane przy podejrzeniu infekcji.
775,Echo serca,Ocena stanu układu krążenia.
776,Badanie okulistyczne,Wyniki dostępne w ciągu 24 godzin.
777,Holter EKG,Wyniki dostępne w ciągu 24 godzin.
778,Test PCR,Ocena stanu układu krążenia.
779,Echo serca,Wymaga przygotowania na czczo.
780,Kolonoskopia,Wskazanie do wykonania w ramach profilaktyki.
781,Test PCR,Wyniki dostępne w ciągu 24 godzin.
782,Rezonans magnetyczny,Nieinwazyjne i bezbolesne.
783,Badanie moczu,Wymaga przygotowania na czczo.
784,Badanie okulistyczne,Nieinwazyjne i bezbolesne.
785,Rezonans magnetyczny,Nieinwazyjne i bezbolesne.
786,Badanie okulistyczne,Badanie obrazowe wysokiej rozdzielczości.
787,Morfologia krwi,Zalecane przy podejrzeniu infekcji.
788,Test PCR,Stosowane w diagnostyce przewlekłych chorób.
789,Gastroskopia,Wyniki dostępne w ciągu 24 godzin.
790,Rezonans magnetyczny,Pomiar funkcji narządów wewnętrznych.
791,Holter EKG,Stosowane w diagnostyce przewlekłych chorób.
792,Rezonans magnetyczny,Nieinwazyjne i bezbolesne.
793,Tomografia komputerowa,Pomiar funkcji narządów wewnętrznych.
794,Badanie poziomu cukru,Standardowe badanie diagnostyczne.
795,Badanie poziomu cukru,Nieinwazyjne i bezbolesne.
796,Badanie poziomu witaminy D,Pomiar funkcji narządów wewnętrznych.
797,Badanie moczu,Pomiar funkcji narządów wewnętrznych.
798,Badanie przeciwciał,Standardowe badanie diagnostyczne.
799,Badanie poziomu cukru,Wymaga przygotowania na czczo.
800,Badanie przeciwciał,Wskazanie do wykonania w ramach profilaktyki.
801,Badanie kału,Zalecane przy podejrzeniu infekcji.
802,Badanie przeciwciał,Zalecane przy podejrzeniu infekcji.
803,Holter EKG,Standardowe badanie diagnostyczne.
804,Test alergiczny,Ocena stanu układu krążenia.
805,Badanie hormonalne,Wskazanie do wykonania w ramach profilaktyki.
806,Test alergiczny,Zalecane przy podejrzeniu infekcji.
807,Badanie kału,Standardowe badanie diagnostyczne.
808,Echo serca,Pomiar funkcji narządów wewnętrznych.
809,Badanie kału,Badanie obrazowe wysokiej rozdzielczości.
810,Gastroskopia,Zalecane przy podejrzeniu infekcji.
811,Badanie przeciwciał,Badanie obrazowe wysokiej rozdzielczości.
812,Kolonoskopia,Nieinwazyjne i bezbolesne.
813,Morfologia krwi,Zalecane przy podejrzeniu infekcji.
814,Badanie kału,Ocena stanu układu krążenia.
815,Tomografia komputerowa,Ocena stanu układu krążenia.
816,Badanie hormonalne,Standardowe badanie diagnostyczne.
817,Spirometria,Wyniki dostępne w ciągu 24 godzin.
818,Badanie hormonalne,Ocena stanu układu krążenia.
819,Badanie kału,Stosowane w diagnostyce przewlekłych chorób.
820,Audiometria,Wskazanie do wykonania w ramach profilaktyki.
821,Badanie hormonalne,Pomiar funkcji narządów wewnętrznych.
822,Badanie poziomu cukru,Zalecane przy podejrzeniu infekcji.
823,Kolonoskopia,Wyniki dostępne w ciągu 24 godzin.
824,Echo serca,Standardowe badanie diagnostyczne.
825,Cytologia,Pomiar funkcji narządów wewnętrznych.
826,Test alergiczny,Stosowane w diagnostyce przewlekłych chorób.
827,USG jamy brzusznej,Nieinwazyjne i bezbolesne.
828,Badanie przeciwciał,Zalecane przy podejrzeniu infekcji.
829,Cytologia,Zalecane przy podejrzeniu infekcji.
830,Lipidogram,Wyniki dostępne w ciągu 24 godzin.
831,USG jamy brzusznej,Zalecane przy podejrzeniu infekcji.
832,Test obciążenia glukozą,Pomiar funkcji narządów wewnętrznych.
833,Kolonoskopia,Ocena stanu układu krążenia.
834,Test alergiczny,Standardowe badanie diagnostyczne.
835,Test obciążenia glukozą,Zalecane przy podejrzeniu infekcji.
836,Test obciążenia glukozą,Ocena stanu układu krążenia.
837,Test obciążenia glukozą,Wymaga przygotowania na czczo.
838,Test obciążenia glukozą,Pomiar funkcji narządów wewnętrznych.
839,Badanie tarczycy,Badanie obrazowe wysokiej rozdzielczości.
840,Echo serca,Pomiar funkcji narządów wewnętrznych.
841,Tomografia komputerowa,Standardowe badanie diagnostyczne.
842,Echo serca,Standardowe badanie diagnostyczne.
843,Rezonans magnetyczny,Standardowe badanie diagnostyczne.
844,Test alergiczny,Nieinwazyjne i bezbolesne.
845,Lipidogram,Nieinwazyjne i bezbolesne.
846,Badanie hormonalne,Standardowe badanie diagnostyczne.
847,USG jamy brzusznej,Stosowane w diagnostyce przewlekłych chorób.
848,Badanie przeciwciał,Wskazanie do wykonania w ramach profilaktyki.
849,EKG,Nieinwazyjne i bezbolesne.
850,Audiometria,Zalecane przy podejrzeniu infekcji.
851,Rezonans magnetyczny,Wyniki dostępne w ciągu 24 godzin.
852,USG jamy brzusznej,Wymaga przygotowania na czczo.
853,Test obciążenia glukozą,Wymaga przygotowania na czczo.
854,Test PCR,Ocena stanu układu krążenia.
855,Badanie poziomu witaminy D,Ocena stanu układu krążenia.
856,Badanie tarczycy,Badanie obrazowe wysokiej rozdzielczości.
857,Test obciążenia glukozą,Wskazanie do wykonania w ramach profilaktyki.
858,Badanie poziomu cukru,Standardowe badanie diagnostyczne.
859,Test obciążenia glukozą,Badanie obrazowe wysokiej rozdzielczości.
860,Echo serca,Wymaga przygotowania na czczo.
861,USG jamy brzusznej,Nieinwazyjne i bezbolesne.
862,Lipidogram,Wskazanie do wykonania w ramach profilaktyki.
863,Echo serca,Wymaga przygotowania na czczo.
864,USG jamy brzusznej,Stosowane w diagnostyce przewlekłych chorób.
865,Test PCR,Nieinwazyjne i bezbolesne.
866,Rezonans magnetyczny,Wskazanie do wykonania w ramach profilaktyki.
867,Badanie przeciwciał,Ocena stanu układu krążenia.
868,Badanie hormonalne,Standardowe badanie diagnostyczne.
869,Badanie tarczycy,Pomiar funkcji narządów wewnętrznych.
870,Badanie okulistyczne,Stosowane w diagnostyce przewlekłych chorób.
871,Spirometria,Badanie obrazowe wysokiej rozdzielczości.
872,Badanie poziomu witaminy D,Wskazanie do wykonania w ramach profilaktyki.
873,Badanie przeciwciał,Badanie obrazowe wysokiej rozdzielczości.
874,Lipidogram,Pomiar funkcji narządów wewnętrznych.
875,Badanie kału,Wymaga przygotowania na czczo.
876,Badanie przeciwciał,Stosowane w diagnostyce przewlekłych chorób.
877,Badanie okulistyczne,Wyniki dostępne w ciągu 24 godzin.
878,Badanie moczu,Zalecane przy podejrzeniu infekcji.
879,Badanie poziomu witaminy D,Zalecane przy podejrzeniu infekcji.
880,Badanie przeciwciał,Ocena stanu układu krążenia.
881,Kolonoskopia,Wyniki dostępne w ciągu 24 godzin.
882,Badanie moczu,Standardowe badanie diagnostyczne.
883,Spirometria,Stosowane w diagnostyce przewlekłych chorób.
884,Badanie przeciwciał,Pomiar funkcji narządów wewnętrznych.
885,Tomografia komputerowa,Wymaga przygotowania na czczo.
886,EKG,Nieinwazyjne i bezbolesne.
887,RTG klatki piersiowej,Nieinwazyjne i bezbolesne.
888,EKG,Stosowane w diagnostyce przewlekłych chorób.
889,USG jamy brzusznej,Pomiar funkcji narządów wewnętrznych.
890,Morfologia krwi,Pomiar funkcji narządów wewnętrznych.
891,Echo serca,Ocena stanu układu krążenia.
892,Test alergiczny,Wyniki dostępne w ciągu 24 godzin.
893,Test obciążenia glukozą,Wskazanie do wykonania w ramach profilaktyki.
894,Gastroskopia,Wskazanie do wykonania w ramach profilaktyki.
895,Morfologia krwi,Standardowe badanie diagnostyczne.
896,Morfologia krwi,Nieinwazyjne i bezbolesne.
897,Lipidogram,Badanie obrazowe wysokiej rozdzielczości.
898,Badanie tarczycy,Ocena stanu układu krążenia.
899,Gastroskopia,Wyniki dostępne w ciągu 24 godzin.
900,Holter EKG,Ocena stanu układu krążenia.
901,Echo serca,Ocena stanu układu krążenia.
902,Gastroskopia,Stosowane w diagnostyce przewlekłych chorób.
903,Badanie tarczycy,Stosowane w diagnostyce przewlekłych chorób.
904,Badanie tarczycy,Wyniki dostępne w ciągu 24 godzin.
905,USG jamy brzusznej,Ocena stanu układu krążenia.
906,Badanie moczu,Ocena stanu układu krążenia.
907,Cytologia,Ocena stanu układu krążenia.
908,Badanie okulistyczne,Standardowe badanie diagnostyczne.
909,Test alergiczny,Pomiar funkcji narządów wewnętrznych.
