id_miejscowosc,nazwa,id_gmina
2578,Wesoła Korytek,271
2579,Górna Złotice,387
2580,Zielona Piasków,479
2581,Mała Sosnek,454
2582,Ciepła Rudanka,311
2583,Górna Kamienówka,403
2584,Odrnica,317
2585,Wysoka Grabów,57
2586,Wielki Rudno,26
2587,Stara Brzozów,300
2588,Słoneczna Żabinno,425
2589,Kręta Kopce,179
2590,Mokra Staw,501
2591,Szeroka Kobylek,41
2592,Nowy Zarośle,392
2593,Nowy Staw,8
2594,Gładka Czernnik,229
2595,Zimna Sosnin,498
2596,Spokojna Borknica,339
2597,Dolny Tarnów,354
2598,Dolny Wierzchek,431
2599,Nowy Zawadnik,505
2600,Czarny Łęgyce,388
2601,Stawówka,518
2602,Wilcza Kamionki,334
2603,Stary Sosnówka,517
2604,Nowa Dębnno,65
2605,Czerwona Białęta,459
2606,Mała Białanka,90
2607,Nowa Ropów,71
2608,Twarda Rudowo,80
2609,Wysoka Kobylnica,584
2610,Cichy Zawadowo,423
2611,Nowy Bielawa,46
2612,Czerwona Czernin,473
2613,Czarna Zdrój,395
2614,Twarda Grabisko,494
2615,Mokra Miechnica,24
2616,Gliniana Żabinówka,464
2617,Wielka Zawadcze,564
2618,Ciepła Brzozęta,64
2619,Krzywa Czernów,367
2620,Błękitna Żabinice,201
2621,Wilcza Białnik,326
2622,Nowa Zawadin,210
2623,Wielka Sosnów,170
2624,Czarna Ropyce,503
2625,Wilcza Krzywyce,405
2626,Złota Łączki,598
2627,Ostra Strumanka,288
2628,Czarny Zawadcze,496
2629,Czarny Topolów,279
2630,Czarna Zawadęta,469
2631,Miła Łęgówka,367
2632,Zimna Żabinów,194
2633,Radosna Czernnica,113
2634,Wydłużona Las,387
2635,Bagnista Czernno,76
2636,Cicha Wierzchnik,343
2637,Dolny Żabincze,200
2638,Błękitna Korytanka,84
2639,Mętna Miechowo,10
2640,Łęgęta,498
2641,Stary Ropyce,238
2642,Nowa Czernyce,325
2643,Wydłużona Grabnik,308
2644,Wilcza Wierzchin,248
2645,Gliniana Żabinowo,1
2646,Zimna Czernin,94
2647,Wydłużona Strumnik,423
2648,Zielona Lisice,106
2649,Czerwona Ropówka,196
2650,Cicha Brzozęta,123
2651,Wielki Korytcze,275
2652,Leśna Wilkin,535
2653,Wielki Kobylęta,543
2654,Wydłużona Dębnanka,22
2655,Czarna Kamienyce,51
2656,Mały Żabinanka,106
2657,Złota Lisnica,7
2658,Górny Młyn,227
2659,Zimna Liscze,56
2660,Dolna Gaj,449
2661,Ciepła Dębnek,324
2662,Krzywa Strumice,99
2663,Górna Strumnica,356
2664,Słoneczna Czernyce,195
2665,Miła Ropów,102
2666,Wesoła Borkowo,37
2667,Ostra Wierzchówka,94
2668,Stary Strumów,132
2669,Błękitna Brzeźno,508
2670,Pusta Żabinek,11
2671,Spokojna Ropówka,208
2672,Radosna Topolcze,88
2673,Wielka Grabowo,177
2674,Dolna Ropów,208
2675,Wesoła Kamiennica,383
2676,Spokojna Sosnów,68
2677,Wilcza Dębnice,550
2678,Zielona Czernęta,122
2679,Zielony Dębnowo,136
2680,Biała Białyce,225
2681,Cicha Uroczysko,84
2682,Szeroka Żabinęta,133
2683,Twarda Borkanka,399
2684,Zimna Ropek,183
2685,Nowy Strumówka,152
2686,Biała Wilkek,537
2687,Sucha Radom,599
2688,Błękitna Stawyce,313
2689,Gładka Lisowo,129
2690,Dolny Kobylek,231
2691,Ciepła Kamiennik,123
2692,Cichy Odrowo,536
2693,Wesoła Sulisław,361
2694,Sosnek,454
2695,Wielka Kobylanka,162
2696,Zielona Złotanka,325
2697,Zielony Ropnica,509
2698,Sucha Borkek,176
2699,Biała Brzozyce,273
2700,Mały Odrice,408
2701,Stary Krzywcze,513
2702,Cicha Wierzchek,200
2703,Krzywa Czernin,201
2704,Dolny Lisowo,405
2705,Gliniana Stróże,589
2706,Dolny Piasknica,142
2707,Złota Wierzchno,400
2708,Mały Ropyce,498
2709,Pusta Kobylnik,223
2710,Sucha Rudcze,437
2711,Czarny Złotęta,280
2712,Wesoła Wierzchin,130
2713,Piaszczysta Wrzosy,216
2714,Czarny Wilków,387
2715,Spokojna Korytowo,509
2716,Knieja,518
2717,Wrzosy,324
2718,Górna Białcze,530
2719,Twarda Miechek,332
2720,Mała Ropcze,321
2721,Zimna Piaskin,94
2722,Mały Krzywów,565
2723,Radosna Grabanka,562
2724,Biała Miechowo,521
2725,Szeroka Odrin,14
2726,Stara Kobylyce,527
2727,Stara Żabinyce,189
2728,Mała Wierzchin,330
2729,Bagnista Dębnice,312
2730,Zielony Kamienowo,139
2731,Ostra Zawadin,45
2732,Leśna Grabówka,428
2733,Ropek,170
2734,Górny Sosnówka,290
2735,Wysoka Piaskyce,368
2736,Wilcza Dębnnica,48
2737,Mała Brzozin,300
2738,Twarda Łęgówka,23
2739,Pusta Topolów,416
2740,Pusta Wierzchice,187
2741,Leśna Łęgin,301
2742,Bagnista Wilkice,313
2743,Biała Uroczysko,252
2744,Słoneczna Strumnik,298
2745,Błękitna Topolnica,375
2746,Błękitna Grabcze,457
2747,Stara Sosnowo,139
2748,Wydłużona Grabnica,451
2749,Słoneczna Dębnów,334
2750,Kręta Odrek,389
2751,Radosna Czernice,428
2752,Stary Smugi,351
2753,Słoneczna Łęgyce,516
2754,Wysoka Borkisko,390
2755,Czerwona Łęgówka,445
2756,Czarny Miechnik,162
2757,Ciepła Rudno,421
2758,Błękitna Młyn,58
2759,Mały Łęgnica,270
2760,Kręta Sosnowiec,559
2761,Przemyśl,199
2762,Czarny Kamiennica,134
2763,Zielona Białęta,104
2764,Spokojna Łęgin,233
2765,Leśna Miechyce,19
2766,Spokojna Żabinęta,287
2767,Czarna Wierzchno,107
2768,Szeroka Strumów,436
2769,Miła Borkcze,115
2770,Nowa Czernno,332
2771,Zielony Wierzchisko,590
2772,Wydłużona Sosnice,493
2773,Wydłużona Łęgek,389
2774,Czerwona Dębnin,160
2775,Stara Mokra,41
2776,Bagnista Miechice,152
2777,Czerwona Łęgęta,255
2778,Szeroka Tarnów,484
2779,Błękitna Sosnnik,318
2780,Wielka Korytno,59
2781,Wielki Wierzchice,141
2782,Szeroka Zawadówka,213
2783,Ostra Piasknik,317
2784,Sosnin,327
2785,Wesoła Wilkyce,129
2786,Leśna Czersk,254
2787,Górna Czernice,472
2788,Stara Rudice,472
2789,Pusta Kamienin,118
2790,Górny Wilkyce,478
2791,Gliniana Sosnanka,187
2792,Bagnista Bielawa,506
2793,Mętna Zawadnica,228
2794,Nowa Strumice,202
2795,Krzywa Sosncze,112
2796,Wielka Grabcze,557
2797,Stara Wierzchowo,107
2798,Nowy Miechanka,478
2799,Cicha Brzozowo,549
2800,Czarna Strumnik,464
2801,Bagnista Piaskyce,392
2802,Rudęta,528
2803,Zielony Stawcze,244
2804,Wielki Sosnno,276
2805,Złota Strumisko,468
2806,Wysoka Łęgówka,529
2807,Górna Wolica,117
2808,Zielony Lisyce,21
2809,Gliniana Sosnisko,373
2810,Czarny Wilkno,472
2811,Górny Krzywów,279
2812,Czarny Sosnów,532
2813,Wesoła Żabinno,351
2814,Złota Kamienin,148
2815,Mały Odryce,189
2816,Piaszczysta Białanka,472
2817,Ciepła Ropno,208
2818,Biała Piaskice,357
2819,Nowa Topolnica,55
2820,Spokojna Miechek,482
2821,Pusta Stawów,278
2822,Mały Lisin,65
2823,Wielka Sosnęta,562
2824,Leśna Topolnik,357
2825,Mętna Kamienyce,147
2826,Radosna Brzozice,385
2827,Cichy Wierzchów,515
2828,Piaszczysta Dębnówka,137
2829,Wielki Lisin,352
2830,Wielki Miechno,337
2831,Krzywa Miechnik,599
2832,Mała Żabinnica,315
2833,Błękitna Mokra,146
2834,Cicha Krosno,250
2835,Dolna Korytno,34
2836,Sucha Łęgyce,201
2837,Leśna Zawadów,327
2838,Szeroka Wierzchek,67
2839,Twarda Wilkno,469
2840,Szeroka Złotanka,251
2841,Wielki Kobylyce,377
2842,Czerwona Kobylisko,517
2843,Zimna Strumno,263
2844,Mokra Młyn,349
2845,Mokra Wierzchanka,517
2846,Ciepła Kamienowo,58
2847,Wesoła Strumyce,12
2848,Sucha Miechno,530
2849,Czarny Wydma,426
2850,Kręta Wilknica,354
2851,Czerwona Kobylówka,436
2852,Piaszczysta Ropów,310
2853,Mokra Wierzchówka,549
2854,Górny Olszówka,526
2855,Stary Wierzchówka,435
2856,Bagnista Stawów,488
2857,Mała Kamiennik,248
2858,Czarny Rzeka,44
2859,Górna Miechanka,111
2860,Gładka Tarnów,539
2861,Stary Brzozanka,548
2862,Piaszczysta Białowo,488
2863,Odrówka,591
2864,Czarny Jary,106
2865,Zielony Piaskisko,437
2866,Górny Zawadów,366
2867,Szeroka Rudów,511
2868,Sucha Krzywanka,317
2869,Zimna Brzozowo,548
2870,Nowy Grabin,594
2871,Krzywa Złotanka,283
2872,Sucha Odrnica,50
2873,Mokra Krzywcze,532
2874,Krzywa Zawadów,288
2875,Dolny Grabice,189
2876,Czerwona Zawadyce,79
2877,Wesoła Borkyce,233
2878,Cichy Borkice,386
2879,Wilcza Miechanka,36
2880,Dolna Lisin,562
2881,Czarny Złotek,106
2882,Wilcza Żabinice,18
2883,Pusta Łęgno,386
2884,Nowy Białanka,561
2885,Radosna Stawnik,184
2886,Czarny Kamienanka,290
2887,Gliniana Borkowo,69
2888,Słoneczna Topolno,305
2889,Wielki Kamienice,324
2890,Słoneczna Zawadyce,488
2891,Czerwona Borkanka,231
2892,Gliniana Białnica,166
2893,Słoneczna Olszyny,195
2894,Ciepła Lisowo,134
2895,Wesoła Krzywów,253
2896,Wydłużona Stawęta,495
2897,Górna Krzywanka,101
2898,Złota Dębnisko,201
2899,Mętna Pustkowie,279
2900,Twarda Rudnica,517
2901,Błękitna Sosnisko,441
2902,Ostra Białowo,151
2903,Czerwona Czernnik,328
2904,Czerwona Dębnno,117
2905,Zielona Odrnica,259
2906,Wesoła Bór,498
2907,Złotcze,265
2908,Złota Wilkcze,260
2909,Mętna Kobylisko,263
2910,Wilcza Topolno,500
2911,Górny Żabinanka,539
2912,Cicha Korytnik,28
2913,Cichy Stawice,67
2914,Mały Złotówka,564
2915,Pusta Stawin,33
2916,Błękitna Krzywisko,160
2917,Biała Białęta,569
2918,Czerwona Topolno,404
2919,Stary Kobylno,471
2920,Miła Grabyce,198
2921,Brzoznica,389
2922,Radosna Strumęta,318
2923,Ostra Kamienęta,598
2924,Wielka Kobylowo,572
2925,Cicha Stawówka,361
2926,Wesoła Topolanka,337
2927,Wysoka Stawęta,52
2928,Czarny Łączki,386
2929,Czerwona Ropnica,220
2930,Gliniana Brzozin,351
2931,Leśna Czernowo,470
2932,Stara Łęgcze,497
2933,Mała Wierzchice,364
2934,Pusta Czernówka,362
2935,Mała Odrno,60
2936,Górny Łęganka,599
2937,Czarna Bór,393
2938,Twarda Stawówka,27
2939,Białek,570
2940,Stara Korytówka,430
2941,Leśna Krosno,536
2942,Zimna Grabówka,369
2943,Ostra Wilkisko,534
2944,Radosna Lisnik,188
2945,Mała Wilknik,190
2946,Piaszczysta Miechnica,592
2947,Piaszczysta Miechnik,244
2948,Twarda Odrisko,308
2949,Mętna Dębnanka,204
2950,Czarny Stawowo,363
2951,Spokojna Piaskęta,97
2952,Mokra Czernnik,67
2953,Zimna Czernów,1
2954,Czarna Odręta,18
2955,Mała Zawadów,506
2956,Górna Brzozówka,546
2957,Biała Żabinów,151
2958,Biała Czernisko,296
2959,Mały Grabnik,226
2960,Stara Wierzchówka,45
2961,Wesoła Lisówka,575
2962,Cicha Kobylice,238
2963,Spokojna Zawadcze,234
2964,Nowy Dębnnik,266
2965,Zielona Krzywowo,128
2966,Nowy Brzozice,2
2967,Czerwona Piasknica,554
2968,Radosna Miechisko,130
2969,Górna Żabinowo,235
2970,Dolna Czernno,195
2971,Nowy Dębnnica,68
2972,Miła Dębnówka,25
2973,Bagnista Wierzchek,217
2974,Zielona Wierzchówka,408
2975,Zielony Wierzchice,234
2976,Wilcza Stawice,436
2977,Cichy Stróże,394
2978,Twarda Borków,250
2979,Dolna Odrnik,503
2980,Krzywnica,313
2981,Dębnno,592
2982,Czerwona Rudcze,299
2983,Ciepła Zawadno,97
2984,Czerwona Topolówka,541
2985,Stara Rudów,527
2986,Piaszczysta Wierzchnik,45
2987,Piaszczysta Brzozęta,189
2988,Strumyce,94
2989,Stara Żabinice,157
2990,Złota Lisice,585
2991,Mętna Borkek,298
2992,Stara Kamienin,22
2993,Nowa Odrówka,522
2994,Miła Topolisko,331
2995,Czarny Uroczysko,230
2996,Ciepła Wilkowo,358
2997,Miła Rudęta,77
2998,Gładka Dębnin,484
2999,Wielka Topolice,450
3000,Dolna Topolanka,596
3001,Pusta Grabice,551
3002,Mętna Zawadin,567
3003,Wydłużona Korytówka,78
3004,Sucha Sosnęta,431
3005,Gładka Odrówka,526
3006,Łomża,224
3007,Zielony Topolówka,211
3008,Górny Piaskcze,419
3009,Czarny Miechnica,268
3010,Górny Borkęta,406
3011,Wilcza Brzozanka,372
3012,Wielka Żabinice,218
3013,Kręta Wilkek,64
3014,Mała Piaskisko,561
3015,Czarny Zawadnica,384
3016,Wielki Odręta,427
3017,Piaskówka,111
3018,Nowa Lisyce,143
3019,Błękitna Sosnęta,397
3020,Czarna Żabinanka,291
3021,Wesoła Dębnno,446
3022,Leśna Stawnik,482
3023,Czerwona Radom,479
3024,Górna Kamiennik,387
3025,Szeroka Zawadów,273
3026,Czerwona Dębnęta,15
3027,Górna Żabinisko,457
3028,Czarny Odrice,550
3029,Czerwona Białcze,581
3030,Twarda Wierzchnica,268
3031,Miła Sosnnik,168
3032,Kobylnik,575
3033,Piaszczysta Dębncze,199
3034,Mętna Kamiennik,552
3035,Piaszczysta Kamienowo,18
3036,Cichy Kamienanka,289
3037,Ostra Łączki,328
3038,Biała Złotyce,566
3039,Czarna Kobylisko,500
3040,Leśna Borkisko,266
3041,Ostra Rudówka,246
3042,Czarna Żabinówka,59
3043,Nowy Gościniec,342
3044,Miła Łomża,117
3045,Mała Kobylice,427
3046,Złota Borków,369
3047,Kręta Stawowo,154
3048,Mokra Korytanka,277
3049,Krzywa Piaskowo,370
3050,Zielona Topolek,582
3051,Górny Sosnyce,405
3052,Stara Piaskcze,508
3053,Spokojna Czerncze,248
3054,Leśna Stawisko,138
3055,Stary Kobylówka,102
3056,Ostra Bór,340
3057,Kręta Piaskno,31
3058,Wysoka Białowo,139
3059,Bagnista Liscze,151
3060,Dolny Rudek,296
3061,Kręta Łęgisko,376
3062,Leśna Grabcze,251
3063,Dolny Białów,261
3064,Wysoka Borkno,217
3065,Słoneczna Ropanka,174
3066,Radosna Białnik,174
3067,Ciepła Lisów,381
3068,Piaszczysta Miechówka,201
3069,Piaszczysta Stawów,83
3070,Gładka Łany,181
3071,Gliniana Łączki,169
3072,Nowy Miechyce,312
3073,Zimna Piaskyce,229
3074,Mała Czernice,239
3075,Zielony Kobylów,409
3076,Szeroka Białnik,122
3077,Czarna Sosnin,326
3078,Wydłużona Odrnik,578
3079,Słoneczna Jar,117
3080,Górny Borknik,372
3081,Radosna Dolina,91
3082,Gliniana Źródło,106
3083,Spokojna Strumów,250
3084,Kręta Dębnin,450
3085,Dolna Kobylówka,339
3086,Nowy Zawadanka,463
3087,Krzywa Odryce,151
3088,Bagnista Brzozcze,91
3089,Sucha Odrice,475
3090,Zimna Łęgów,150
3091,Biała Kobylówka,458
3092,Zielona Piaskno,78
3093,Gliniana Strumówka,182
3094,Stara Topolno,554
3095,Mokra,198
3096,Mała Zagórze,231
3097,Złota Dębncze,242
3098,Górna Żabinice,51
3099,Nowa Złotowo,208
3100,Czarny Czernanka,533
3101,Czerwona Żabinice,14
3102,Gładka Łęgówka,472
3103,Dolna Kobylanka,71
3104,Wielka Strumęta,464
3105,Piaszczysta Ropek,558
3106,Wysoka Strumin,487
3107,Biała Wierzchisko,470
3108,Cicha Kamienice,135
3109,Nowy Czernice,70
3110,Czarny Kamienin,530
3111,Błękitna Strumanka,552
3112,Ostra Brzozek,195
3113,Błękitna Grabowo,460
3114,Słoneczna Kamiennica,498
3115,Dolny Krzywek,541
3116,Mokra Topolnica,207
3117,Cichy Ropcze,328
3118,Ciepła Grabice,588
3119,Wydłużona Ropnik,174
3120,Szeroka Skrzynka,548
3121,Górna Borkin,174
3122,Błękitna Czernanka,455
3123,Górny Miechówka,410
3124,Zimna Sosnek,381
3125,Pusta Piaskcze,595
3126,Zielona Złotek,275
3127,Wielka Miechyce,371
3128,Cichy Złotin,467
3129,Górna Złotyce,348
3130,Dolna Olszyny,197
3131,Czarna Stawek,357
3132,Zielona Złotnik,464
3133,Pusta Kamienów,498
3134,Biała Knieja,567
3135,Wilcza Smugi,525
3136,Bagnista Sosnno,516
3137,Cicha Rudanka,12
3138,Dolny Piaskisko,492
3139,Dolna Żabinnik,233
3140,Słoneczna Młyn,463
3141,Radosna Kamienęta,86
3142,Szeroka Czersk,44
3143,Górna Sosnów,516
3144,Stara Lisnica,348
3145,Wilcza Rudów,216
3146,Słoneczna Brzozęta,314
3147,Nowa Odryce,160
3148,Górny Piaskyce,391
3149,Sucha Kamienno,176
3150,Zielony Dębnyce,524
3151,Wydłużona Przemyśl,69
3152,Bagnista Rudisko,137
3153,Szeroka Czernów,474
3154,Wydłużona Czernanka,245
3155,Cichy Rudcze,233
3156,Radosna Strumin,7
3157,Słoneczna Dębnanka,326
3158,Krzywa Borkanka,444
3159,Bagnista Borków,32
3160,Miła Miechowo,371
3161,Dolna Kobylisko,85
3162,Twarda Brzoznica,529
3163,Zimna Wilknica,19
3164,Leśna Most,465
3165,Szeroka Topolowo,309
3166,Cicha Kobylyce,209
3167,Dolna Odryce,121
3168,Czarna Borkcze,103
3169,Wydłużona Sosnisko,199
3170,Wydłużona Żabinęta,342
3171,Górny Głogów,79
3172,Gładka Kobylek,152
3173,Szeroka Kamienice,223
3174,Wielka Białanka,511
3175,Nowy Odrice,598
3176,Górna Żabinnica,342
3177,Nowa Łęgyce,36
3178,Kręta Miechęta,216
3179,Czarny Krzywek,211
3180,Leśna Bór,283
3181,Leśna Głęboczek,469
3182,Stary Dębnnik,210
3183,Stara Czernno,579
3184,Cichy Wilkisko,403
3185,Cichy Brzozek,421
3186,Górna Łęganka,110
3187,Stary Brzozcze,345
3188,Mokra Brzozówka,586
3189,Gładka Kobylice,104
3190,Gliniana Topolanka,429
3191,Ostra Olszyny,160
3192,Spokojna Czernno,429
3193,Kręta Wolica,466
3194,Biała Topolice,393
3195,Mały Dębnów,333
3196,Górna Ropisko,369
3197,Nowa Wierzchcze,322
3198,Radosna Strumowo,251
3199,Mętna Wierzchno,486
3200,Nowy Brzozno,58
3201,Wydłużona Wierzchowo,399
3202,Mokra Krzywin,172
3203,Mętna Korytno,27
3204,Krzywa Bór,347
3205,Szeroka Stawęta,296
3206,Jedlina,57
3207,Czarna Złotcze,559
3208,Gliniana Białów,119
3209,Czerwona Topolów,250
3210,Wielka Dębnęta,165
3211,Zielona Zawadowo,589
3212,Mały Sosny,30
3213,Miła Odrek,487
3214,Złota Wierzchin,430
3215,Wydłużona Białówka,352
3216,Wilcza Stawek,453
3217,Wesoła Zawadisko,276
3218,Wesoła Dębnek,595
3219,Stary Dębnanka,281
3220,Biała Młyn,213
3221,Stara Zawadanka,483
3222,Zielona Złotów,280
3223,Gładka Ropisko,237
3224,Bagnista Wilków,334
3225,Zimna Złotnik,305
3226,Wielki Korytęta,61
3227,Pusta Żabinowo,281
3228,Pusta Złotek,49
3229,Mokra Topolno,549
3230,Leśna Zawadcze,437
3231,Sucha Zdrój,386
3232,Zielona Skała,197
3233,Mały Korytin,62
3234,Miła Strumówka,544
3235,Nowa Rudice,148
3236,Ciepła Czersk,268
3237,Zimna Stawów,215
3238,Zielona Sosnisko,384
3239,Zielony Ropęta,402
3240,Złota Stawcze,131
3241,Gliniana Czernów,2
3242,Wilcza Miechnica,148
3243,Wielka Czerncze,79
3244,Ostra Złotice,451
3245,Zielona Kobylisko,269
3246,Twarda Topolów,289
3247,Miła Zarośle,220
3248,Cicha Żabinice,67
3249,Radosna Korytów,275
3250,Mały Łąka,264
3251,Ciepła Piaskówka,412
3252,Nowa Odrisko,11
3253,Nowy Sosnice,167
3254,Bagnista Stawanka,25
3255,Pusta Wierzchnik,24
3256,Stara Miechanka,382
3257,Wesoła Ropanka,322
3258,Wielka Grabin,560
3259,Radosna Zarośle,166
3260,Nowa Kamienowo,196
3261,Miła Białnica,546
3262,Pusta Brzozek,123
3263,Leśna Stawęta,298
3264,Biała Dębnisko,209
3265,Cicha Rudice,492
3266,Biała Łomża,217
3267,Górny Borkice,199
3268,Cichy Krzywów,539
3269,Zimna Ropnica,82
3270,Wielki Kobylek,284
3271,Ciepła Żabinanka,51
3272,Kręta Sosnanka,175
3273,Biała Brzozówka,476
3274,Spokojna Strumcze,42
3275,Kręta Czernęta,275
3276,Kręta Brzozanka,118
3277,Pusta Grabno,128
3278,Nowa Topolęta,418
3279,Cichy Stawęta,378
3280,Mętna Sosnanka,420
3281,Czarna Korytin,273
3282,Wielka Korytisko,362
3283,Złota Korytin,302
3284,Czarna Gościniec,530
3285,Górny Odrice,33
3286,Miła Piasknica,268
3287,Wesoła Ropice,278
3288,Gładka Ropyce,408
3289,Czarny Rudówka,398
3290,Gładka Zawadnik,251
3291,Dolny Odrówka,493
3292,Cichy Topolówka,231
3293,Wielki Rudin,532
3294,Czarna Stawin,221
3295,Biała Żabinęta,360
3296,Słoneczna Stawęta,245
3297,Gładka Żabinówka,247
3298,Zimna Czernnica,281
3299,Zielony Łęgowo,42
3300,Zielona Sosnowiec,387
3301,Wielki Ropowo,104
3302,Górna Złotisko,224
3303,Spokojna Złotno,443
3304,Sucha Topolówka,342
3305,Biała Łęgisko,522
3306,Stary Dębnice,420
3307,Wielki Piaskanka,129
3308,Dolna Wierzchówka,428
3309,Dolna Zarośle,147
3310,Szeroka Struga,246
3311,Dolny Złotnik,292
3312,Leśna Zawadin,570
3313,Sucha Piaskice,184
3314,Sucha Dębnów,67
3315,Górny Zawadisko,39
3316,Zimna Rudice,188
3317,Biała Odryce,347
3318,Stary Borkek,128
3319,Cichy Brzozyce,511
3320,Krzywa Krzywnica,309
3321,Pusta Sosnno,113
3322,Ciepła Dębnyce,362
3323,Górna Krzywek,558
3324,Wielki Stawyce,132
3325,Górna Głęboczek,355
3326,Nowy Miechno,215
3327,Biała Borkęta,77
3328,Wesoła Grabanka,20
3329,Stara Krosno,143
3330,Wysoka Odrno,372
3331,Radosna Brzoznica,112
3332,Leśna Łąka,575
3333,Sucha Żabincze,102
3334,Złota Złotyce,393
3335,Spokojna Zawadnica,277
3336,Mętna Olszyny,85
3337,Szeroka Krzywęta,81
3338,Leśna Baranów,578
3339,Szeroka Most,325
3340,Ostra Odrcze,464
3341,Pusta Strumisko,348
3342,Mały Dolina,321
3343,Piaszczysta Złotice,591
3344,Dolny Krzywęta,546
3345,Nowa Złotnica,158
3346,Wydłużona Korytice,160
3347,Leśna Krzywyce,447
3348,Gliniana Wierzchcze,349
3349,Słoneczna Zawadowo,368
3350,Zielony Złotice,519
3351,Kręta Ropnica,416
3352,Czerwona Borkin,293
3353,Miła Odrcze,531
3354,Górny Kobylanka,113
3355,Mokra Łęgin,277
3356,Mętna Modrzew,427
3357,Cichy Wilkanka,245
3358,Zielony Piaskno,68
3359,Wesoła Przemyśl,407
3360,Biała Miechanka,502
3361,Cicha Zawadek,58
3362,Wydłużona Sosny,238
3363,Miła Zawadnica,353
3364,Kręta Kobylów,489
3365,Zielony Grabów,536
3366,Wielka Stawanka,509
3367,Leśna Sosnice,352
3368,Miła Kamienów,150
3369,Gładka Korytin,568
3370,Wilcza Krzywisko,485
3371,Leśna Rudnik,436
3372,Mokra Korytisko,238
3373,Wilcza Zawadów,598
3374,Bagnista Krzywnik,326
3375,Radosna Strumów,56
3376,Zielony Zawadnica,509
3377,Górna Wierzchyce,248
3378,Wesoła Grabów,336
3379,Wesoła Piaskice,192
3380,Sucha Brzoznik,209
3381,Laskowa,379
3382,Pusta Strumnica,443
3383,Górna Rudno,365
3384,Ostra Łąka,116
3385,Piaszczysta Źródło,314
3386,Wesoła Łany,371
3387,Ostra Piaskice,517
3388,Wesoła Łęgin,578
3389,Dolny Piaskno,2
3390,Radosna Las,72
3391,Cicha Dębnno,72
3392,Spokojna Złotek,92
3393,Pusta Korytanka,414
3394,Błękitna Wilków,549
3395,Cicha Brzozyce,109
3396,Mętna Topolin,126
3397,Gliniana Kamienek,548
3398,Cicha Piaskcze,429
3399,Wielki Czernek,333
3400,Białcze,344
3401,Mały Dębnek,591
3402,Kręta Uroczysko,533
3403,Cichy Odranka,291
3404,Bagnista Krzywanka,150
3405,Cichy Białisko,569
3406,Ostra Topolówka,214
3407,Błękitna Czernów,287
3408,Ciepła Wierzchno,600
3409,Wydłużona Skrzynka,289
3410,Ostra Topolin,91
3411,Miła Sosnowo,520
3412,Słoneczna Kobylanka,147
3413,Cichy Odryce,414
3414,Górna Dębnyce,316
3415,Wysoka Rudyce,180
3416,Nowa Sosnnik,243
3417,Mętna Borkyce,131
3418,Wesoła Miechówka,346
3419,Zielona Łęgyce,485
3420,Wilcza Borkowo,243
3421,Wielki Korytnica,286
3422,Cichy Rudek,260
3423,Cicha Łęgnik,153
3424,Mokra Kobylówka,39
3425,Mała Żabinice,581
3426,Dolna Strumek,84
3427,Wilcza Topolówka,486
3428,Czarna Ropówka,69
3429,Wesoła Brzoznica,80
3430,Krzywa Liscze,387
3431,Krzywa Stawcze,405
3432,Miła Żabinówka,185
3433,Czarna Czernów,525
3434,Piaszczysta Ropanka,133
3435,Mały Piaskowo,568
3436,Nowy Krzywnik,425
3437,Kręta Brzoznica,568
3438,Wysoka Radom,471
3439,Sucha Topolęta,546
3440,Górna Kamienice,194
3441,Piaszczysta Brzozcze,361
3442,Górny Wierzchęta,316
3443,Kręta Białęta,352
3444,Cicha Wilków,388
3445,Leśna Strumin,568
3446,Dolny Żabinowo,73
3447,Mętna Kobylyce,354
3448,Stara Rudno,291
3449,Stara Lisanka,437
3450,Nowa Żabinowo,390
3451,Stary Młyn,587
3452,Wilcza Piaskcze,557
3453,Dolna Lisno,462
3454,Bagnista Żabincze,415
3455,Dolna Brzozyce,329
3456,Mokra Kobylnik,159
3457,Stara Borkęta,260
3458,Wysoka Piaskno,459
3459,Stara Białanka,342
3460,Wysoka Czernno,500
3461,Piaszczysta Borkówka,203
3462,Pusta Wilkowo,586
3463,Nowa Kobylyce,498
3464,Miła Lisanka,63
3465,Wilcza Jar,136
3466,Mętna Piasknica,478
3467,Szeroka Korytówka,261
3468,Leśna Odrek,388
3469,Ropisko,354
3470,Dolny Gaj,155
3471,Bagnista Grabnik,423
3472,Dolna Odrin,442
3473,Kręta Korytisko,132
3474,Dolna Sosnyce,246
3475,Górna Kamienęta,75
3476,Spokojna Ropęta,124
3477,Biała Ropnica,339
3478,Wesoła Stawanka,59
3479,Nowa Zawadek,431
3480,Złota Grabnik,475
3481,Szeroka Korytisko,5
3482,Radosna Piaskek,564
3483,Wesoła Skrzynka,153
3484,Ciepła Krzywyce,481
3485,Biała Brzozice,119
3486,Wysoka Kobylno,565
3487,Wesoła Białów,161
3488,Wilcza Stawnik,553
3489,Wilcza Łęgno,417
3490,Mały Wierzchice,326
3491,Gładka Kobylanka,500
3492,Miła Struga,96
3493,Mętna Wilkin,342
3494,Wesoła Żabinnica,374
3495,Wielka Borkno,524
3496,Czarna Żabinisko,352
3497,Słoneczna Grabno,298
3498,Biała Żabinowo,279
3499,Dolny Czernin,147
3500,Ciepła Jar,268
3501,Mętna Kopce,178
3502,Leśna Wilknik,366
3503,Czarny Borknica,118
3504,Mokra Złotnik,169
3505,Gładka Łąka,231
