id_miejscowosc,nazwa
2322,Radosna Piaskyce
2323,Szeroka Jary
2324,Twarda Kobylcze
2325,Zielona Wilkówka
2326,Stara Żabinisko
2327,Górna Dębncze
2328,Szeroka Odrno
2329,Wydłużona Stawnik
2330,Nowy Dębnówka
2331,Zielona Kobylowo
2332,Wielki Strumnica
2333,Wydłużona Lisice
2334,Wierzchin
2335,Wysoka Wierzchek
2336,Leśna Dębnnica
2337,Słoneczna Dębnin
2338,Spokojna Łęganka
2339,Nowy Odranka
2340,Wielki Piaskówka
2341,Zimna Borkcze
2342,Bagnista Rudanka
2343,Zielona Borkno
2344,Sucha Strumnica
2345,Nowy Odrcze
2346,Dolna Kopce
2347,Zielony Grabanka
2348,Miła Rudyce
2349,Szeroka Kamienów
2350,Stara Sosnin
2351,Miła Miechin
2352,Kręta Wilkin
2353,Dolny Łęgówka
2354,Gliniana Wilkice
2355,Mokra Czernyce
2356,Pusta Brzeźno
2357,Twarda Kobylek
2358,Szeroka Wilkowo
2359,Wielki Odranka
2360,Zielony Topolno
2361,Zielony Krzywno
2362,Krzywa Uroczysko
2363,Czarny Kamiencze
2364,Słoneczna Krosno
2365,Zielony Dębnówka
2366,Mały Skrzynka
2367,Szeroka Wierzchyce
2368,Mała Piaskno
2369,Wesoła Topolnik
2370,Złota Stawówka
2371,Wielka Wilkowo
2372,Ciepła Zawadnica
2373,Ostra Żabinęta
2374,Gładka Topolnica
2375,Leśna Korytówka
2376,Górny Brzozno
2377,Kręta Strumnik
2378,Krzywa Borkek
2379,Krzywa Kobylów
2380,Kręta Tarnów
2381,Kręta Wilków
2382,Nowa Miechin
2383,Mały Złotin
2384,Nowa Białcze
2385,Zielony Grabowo
2386,Mokra Zdrój
2387,Bagnista Piaskin
2388,Bagnista Piaskanka
2389,Cichy Miechcze
2390,Wilcza Kamienek
2391,Ciepła Żabinnik
2392,Radosna Piaskice
2393,Słoneczna Ropice
2394,Mała Strumek
2395,Sucha Piaskcze
2396,Czerwona Kobylęta
2397,Słoneczna Czernowo
2398,Biała Piaskanka
2399,Czerwona Stawcze
2400,Krzywa Wilkice
2401,Pusta Czernyce
2402,Dolna Kobylno
2403,Miła Odrisko
2404,Miła Dębnek
2405,Zielony Stawice
2406,Górna Wilkęta
2407,Stary Czernęta
2408,Ciepła Kamień
2409,Złota Złotnik
2410,Cichy Brzeg
2411,Czerwona Piaskisko
2412,Stara Kobylowo
2413,Czarna Grabowo
2414,Spokojna Kobylyce
2415,Górny Czernanka
2416,Gliniana Łęgin
2417,Nowa Czernnik
2418,Krzywa Kobylyce
2419,Mokra Korytno
2420,Mała Kopce
2421,Pusta Żabinin
2422,Wilcza Kobylów
2423,Dolny Topolek
2424,Stary Stawnica
2425,Mętna Rudno
2426,Zielona Białice
2427,Mokra Uroczysko
2428,Górna Grabanka
2429,Złota Sosnin
2430,Gładka Zawadanka
2431,Zielony Czernęta
2432,Wesoła Złotnik
2433,Wesoła Wierzchcze
2434,Leśna Strumów
2435,Szeroka Ropowo
2436,Zimna Zdrój
2437,Stara Topolnik
2438,Kręta Lisnik
2439,Gliniana Borkice
2440,Dolny Stawice
2441,Wydłużona Złotcze
2442,Sucha Kamień
2443,Górny Sosnęta
2444,Sucha Bór
2445,Piaszczysta Wierzchek
2446,Mała Wilkęta
2447,Mętna Łęgice
2448,Zielony Strumnica
2449,Górny Góra
2450,Ciepła Wilkek
2451,Szeroka Miechcze
2452,Wielki Czerncze
2453,Gładka Złotyce
2454,Mokra Stawęta
2455,Czarny Dębnęta
2456,Wilcza Zdrój
2457,Nowa Borkęta
2458,Wysoka Złotowo
2459,Błękitna Stawcze
2460,Biała Olszówka
2461,Wielka Wierzchanka
2462,Nowa Wilków
2463,Zielony Żabinyce
2464,Wysoka Żabinęta
2465,Czarny Żabinice
2466,Czarny Złotanka
2467,Czarny Radom
2468,Wilcza Wilkowo
2469,Czerwona Borkyce
2470,Złota Wilkek
2471,Czarna Wierch
2472,Górny Odrnik
2473,Spokojna Złotisko
2474,Ostra Krzywyce
2475,Dolny Kamiennik
2476,Zimna Czernanka
2477,Błękitna Jar
2478,Spokojna Pustkowie
2479,Wesoła Czernów
2480,Górna Sosnice
2481,Zimna Stawnik
2482,Radosna Łączki
2483,Wielki Wilkanka
2484,Górna Dębnnica
2485,Twarda Czernówka
2486,Stara Topolanka
2487,Kręta Miechek
2488,Zielony Miechek
2489,Wilcza Piaskisko
2490,Kręta Topolowo
2491,Pusta Miechyce
2492,Nowa Zawadcze
2493,Mała Wrzosy
2494,Gładka Grabice
2495,Wesoła Lisyce
2496,Złota Miechin
2497,Wydłużona Grabyce
2498,Błękitna Borków
2499,Zielona Mokra
2500,Wydłużona Miechowo
2501,Słoneczna Grabęta
2502,Stary Brzozów
2503,Zielona Piaskówka
2504,Gliniana Stawcze
2505,Wielka Wierzchno
2506,Zielona Grabin
2507,Dolny Zarośle
2508,Sucha Topolowo
2509,Spokojna Grabin
2510,Zielona Złotnica
2511,Pusta Sosnęta
2512,Gładka Wilkno
2513,Kręta Stawnica
2514,Radosna Stawice
2515,Ciepła Dębnówka
2516,Mały Korytowo
2517,Ciepła Grabęta
2518,Pusta Łęgęta
2519,Czarna Strumno
2520,Dolna Grabisko
2521,Gładka Miechanka
2522,Piaszczysta Łomża
2523,Piaskno
2524,Ciepła Brzozowo
2525,Krzywa Kamienyce
2526,Zielony Kamienno
2527,Miła Borków
2528,Górny Lisno
2529,Wesoła Sosnowiec
2530,Zielona Piasknik
2531,Spokojna Złotęta
2532,Zielona Kamionki
2533,Gładka Topolcze
2534,Biała Żabinnik
2535,Błękitna Kamienice
2536,Czarna Skała
2537,Cicha Rudnik
2538,Ciepła Sosnice
2539,Zielona Krzywno
2540,Sucha Wrzosy
2541,Mętna Miechnik
2542,Wielka Białowo
2543,Sucha Wilkówka
2544,Stary Korytnica
2545,Gliniana Ropów
2546,Stara Zawadnik
2547,Wesoła Wilkice
2548,Mętna Złotęta
2549,Górna Odranka
2550,Ciepła Czernno
2551,Wilcza Kobylcze
2552,Dębnin
2553,Zielona Żabinów
2554,Wielki Białęta
2555,Czerwona Bór
2556,Wilcza Czernyce
2557,Dolna Ropisko
2558,Górny Stawin
2559,Wielka Stróże
2560,Wielka Borknica
2561,Wielki Zawadnik
2562,Biała Białcze
2563,Ostra Krzywęta
2564,Spokojna Łęgowo
2565,Mały Białek
2566,Gliniana Kamienyce
2567,Czerwona Lisisko
2568,Cichy Zawadno
2569,Wilcza Piaskanka
2570,Ostra Zawadęta
2571,Gładka Krzywów
2572,Zimna Piasknica
2573,Biała Lisice
2574,Górna Stawno
2575,Kręta Knieja
2576,Wielka Borkisko
2577,Złota Piaskyce
2578,Wesoła Korytek
2579,Górna Złotice
2580,Zielona Piasków
2581,Mała Sosnek
2582,Ciepła Rudanka
2583,Górna Kamienówka
2584,Odrnica
2585,Wysoka Grabów
2586,Wielki Rudno
2587,Stara Brzozów
2588,Słoneczna Żabinno
2589,Kręta Kopce
2590,Mokra Staw
2591,Szeroka Kobylek
2592,Nowy Zarośle
2593,Nowy Staw
2594,Gładka Czernnik
2595,Zimna Sosnin
2596,Spokojna Borknica
2597,Dolny Tarnów
2598,Dolny Wierzchek
2599,Nowy Zawadnik
2600,Czarny Łęgyce
2601,Stawówka
2602,Wilcza Kamionki
2603,Stary Sosnówka
2604,Nowa Dębnno
2605,Czerwona Białęta
2606,Mała Białanka
2607,Nowa Ropów
2608,Twarda Rudowo
2609,Wysoka Kobylnica
2610,Cichy Zawadowo
2611,Nowy Bielawa
2612,Czerwona Czernin
2613,Czarna Zdrój
2614,Twarda Grabisko
2615,Mokra Miechnica
2616,Gliniana Żabinówka
2617,Wielka Zawadcze
2618,Ciepła Brzozęta
2619,Krzywa Czernów
2620,Błękitna Żabinice
2621,Wilcza Białnik
2622,Nowa Zawadin
2623,Wielka Sosnów
2624,Czarna Ropyce
2625,Wilcza Krzywyce
2626,Złota Łączki
2627,Ostra Strumanka
2628,Czarny Zawadcze
2629,Czarny Topolów
2630,Czarna Zawadęta
2631,Miła Łęgówka
2632,Zimna Żabinów
2633,Radosna Czernnica
2634,Wydłużona Las
2635,Bagnista Czernno
2636,Cicha Wierzchnik
2637,Dolny Żabincze
2638,Błękitna Korytanka
2639,Mętna Miechowo
2640,Łęgęta
2641,Stary Ropyce
2642,Nowa Czernyce
2643,Wydłużona Grabnik
2644,Wilcza Wierzchin
2645,Gliniana Żabinowo
2646,Zimna Czernin
2647,Wydłużona Strumnik
2648,Zielona Lisice
2649,Czerwona Ropówka
2650,Cicha Brzozęta
2651,Wielki Korytcze
2652,Leśna Wilkin
2653,Wielki Kobylęta
2654,Wydłużona Dębnanka
2655,Czarna Kamienyce
2656,Mały Żabinanka
2657,Złota Lisnica
2658,Górny Młyn
2659,Zimna Liscze
2660,Dolna Gaj
2661,Ciepła Dębnek
2662,Krzywa Strumice
2663,Górna Strumnica
2664,Słoneczna Czernyce
2665,Miła Ropów
2666,Wesoła Borkowo
2667,Ostra Wierzchówka
2668,Stary Strumów
2669,Błękitna Brzeźno
2670,Pusta Żabinek
2671,Spokojna Ropówka
2672,Radosna Topolcze
2673,Wielka Grabowo
2674,Dolna Ropów
2675,Wesoła Kamiennica
2676,Spokojna Sosnów
2677,Wilcza Dębnice
2678,Zielona Czernęta
2679,Zielony Dębnowo
2680,Biała Białyce
2681,Cicha Uroczysko
2682,Szeroka Żabinęta
2683,Twarda Borkanka
2684,Zimna Ropek
2685,Nowy Strumówka
2686,Biała Wilkek
2687,Sucha Radom
2688,Błękitna Stawyce
2689,Gładka Lisowo
2690,Dolny Kobylek
2691,Ciepła Kamiennik
2692,Cichy Odrowo
2693,Wesoła Sulisław
2694,Sosnek
2695,Wielka Kobylanka
2696,Zielona Złotanka
2697,Zielony Ropnica
2698,Sucha Borkek
2699,Biała Brzozyce
2700,Mały Odrice
2701,Stary Krzywcze
2702,Cicha Wierzchek
2703,Krzywa Czernin
2704,Dolny Lisowo
2705,Gliniana Stróże
2706,Dolny Piasknica
2707,Złota Wierzchno
2708,Mały Ropyce
2709,Pusta Kobylnik
2710,Sucha Rudcze
2711,Czarny Złotęta
2712,Wesoła Wierzchin
2713,Piaszczysta Wrzosy
2714,Czarny Wilków
2715,Spokojna Korytowo
2716,Knieja
2717,Wrzosy
2718,Górna Białcze
2719,Twarda Miechek
2720,Mała Ropcze
2721,Zimna Piaskin
2722,Mały Krzywów
2723,Radosna Grabanka
2724,Biała Miechowo
2725,Szeroka Odrin
2726,Stara Kobylyce
2727,Stara Żabinyce
2728,Mała Wierzchin
2729,Bagnista Dębnice
2730,Zielony Kamienowo
2731,Ostra Zawadin
2732,Leśna Grabówka
2733,Ropek
2734,Górny Sosnówka
2735,Wysoka Piaskyce
2736,Wilcza Dębnnica
2737,Mała Brzozin
2738,Twarda Łęgówka
2739,Pusta Topolów
2740,Pusta Wierzchice
2741,Leśna Łęgin
2742,Bagnista Wilkice
2743,Biała Uroczysko
2744,Słoneczna Strumnik
2745,Błękitna Topolnica
2746,Błękitna Grabcze
2747,Stara Sosnowo
2748,Wydłużona Grabnica
2749,Słoneczna Dębnów
2750,Kręta Odrek
2751,Radosna Czernice
2752,Stary Smugi
2753,Słoneczna Łęgyce
2754,Wysoka Borkisko
2755,Czerwona Łęgówka
2756,Czarny Miechnik
2757,Ciepła Rudno
2758,Błękitna Młyn
2759,Mały Łęgnica
2760,Kręta Sosnowiec
2761,Przemyśl
2762,Czarny Kamiennica
2763,Zielona Białęta
2764,Spokojna Łęgin
2765,Leśna Miechyce
2766,Spokojna Żabinęta
2767,Czarna Wierzchno
2768,Szeroka Strumów
2769,Miła Borkcze
2770,Nowa Czernno
2771,Zielony Wierzchisko
2772,Wydłużona Sosnice
2773,Wydłużona Łęgek
2774,Czerwona Dębnin
2775,Stara Mokra
2776,Bagnista Miechice
2777,Czerwona Łęgęta
2778,Szeroka Tarnów
2779,Błękitna Sosnnik
2780,Wielka Korytno
2781,Wielki Wierzchice
2782,Szeroka Zawadówka
2783,Ostra Piasknik
2784,Sosnin
2785,Wesoła Wilkyce
2786,Leśna Czersk
2787,Górna Czernice
2788,Stara Rudice
2789,Pusta Kamienin
2790,Górny Wilkyce
2791,Gliniana Sosnanka
2792,Bagnista Bielawa
2793,Mętna Zawadnica
2794,Nowa Strumice
2795,Krzywa Sosncze
2796,Wielka Grabcze
2797,Stara Wierzchowo
2798,Nowy Miechanka
2799,Cicha Brzozowo
2800,Czarna Strumnik
2801,Bagnista Piaskyce
2802,Rudęta
2803,Zielony Stawcze
2804,Wielki Sosnno
2805,Złota Strumisko
2806,Wysoka Łęgówka
2807,Górna Wolica
2808,Zielony Lisyce
2809,Gliniana Sosnisko
2810,Czarny Wilkno
2811,Górny Krzywów
2812,Czarny Sosnów
2813,Wesoła Żabinno
2814,Złota Kamienin
2815,Mały Odryce
2816,Piaszczysta Białanka
2817,Ciepła Ropno
2818,Biała Piaskice
2819,Nowa Topolnica
2820,Spokojna Miechek
2821,Pusta Stawów
2822,Mały Lisin
2823,Wielka Sosnęta
2824,Leśna Topolnik
2825,Mętna Kamienyce
2826,Radosna Brzozice
2827,Cichy Wierzchów
2828,Piaszczysta Dębnówka
2829,Wielki Lisin
2830,Wielki Miechno
2831,Krzywa Miechnik
2832,Mała Żabinnica
2833,Błękitna Mokra
2834,Cicha Krosno
2835,Dolna Korytno
2836,Sucha Łęgyce
2837,Leśna Zawadów
2838,Szeroka Wierzchek
2839,Twarda Wilkno
2840,Szeroka Złotanka
2841,Wielki Kobylyce
2842,Czerwona Kobylisko
2843,Zimna Strumno
2844,Mokra Młyn
2845,Mokra Wierzchanka
2846,Ciepła Kamienowo
2847,Wesoła Strumyce
2848,Sucha Miechno
2849,Czarny Wydma
2850,Kręta Wilknica
2851,Czerwona Kobylówka
2852,Piaszczysta Ropów
2853,Mokra Wierzchówka
2854,Górny Olszówka
2855,Stary Wierzchówka
2856,Bagnista Stawów
2857,Mała Kamiennik
2858,Czarny Rzeka
2859,Górna Miechanka
2860,Gładka Tarnów
2861,Stary Brzozanka
2862,Piaszczysta Białowo
2863,Odrówka
2864,Czarny Jary
2865,Zielony Piaskisko
2866,Górny Zawadów
2867,Szeroka Rudów
2868,Sucha Krzywanka
2869,Zimna Brzozowo
2870,Nowy Grabin
2871,Krzywa Złotanka
2872,Sucha Odrnica
2873,Mokra Krzywcze
2874,Krzywa Zawadów
2875,Dolny Grabice
2876,Czerwona Zawadyce
2877,Wesoła Borkyce
2878,Cichy Borkice
2879,Wilcza Miechanka
2880,Dolna Lisin
2881,Czarny Złotek
2882,Wilcza Żabinice
2883,Pusta Łęgno
2884,Nowy Białanka
2885,Radosna Stawnik
2886,Czarny Kamienanka
2887,Gliniana Borkowo
2888,Słoneczna Topolno
2889,Wielki Kamienice
2890,Słoneczna Zawadyce
2891,Czerwona Borkanka
2892,Gliniana Białnica
2893,Słoneczna Olszyny
2894,Ciepła Lisowo
2895,Wesoła Krzywów
2896,Wydłużona Stawęta
2897,Górna Krzywanka
2898,Złota Dębnisko
2899,Mętna Pustkowie
2900,Twarda Rudnica
2901,Błękitna Sosnisko
2902,Ostra Białowo
2903,Czerwona Czernnik
2904,Czerwona Dębnno
2905,Zielona Odrnica
2906,Wesoła Bór
2907,Złotcze
2908,Złota Wilkcze
2909,Mętna Kobylisko
2910,Wilcza Topolno
2911,Górny Żabinanka
2912,Cicha Korytnik
2913,Cichy Stawice
2914,Mały Złotówka
2915,Pusta Stawin
2916,Błękitna Krzywisko
2917,Biała Białęta
2918,Czerwona Topolno
2919,Stary Kobylno
2920,Miła Grabyce
2921,Brzoznica
2922,Radosna Strumęta
2923,Ostra Kamienęta
2924,Wielka Kobylowo
2925,Cicha Stawówka
2926,Wesoła Topolanka
2927,Wysoka Stawęta
2928,Czarny Łączki
2929,Czerwona Ropnica
2930,Gliniana Brzozin
2931,Leśna Czernowo
2932,Stara Łęgcze
2933,Mała Wierzchice
2934,Pusta Czernówka
2935,Mała Odrno
2936,Górny Łęganka
2937,Czarna Bór
2938,Twarda Stawówka
2939,Białek
2940,Stara Korytówka
2941,Leśna Krosno
2942,Zimna Grabówka
2943,Ostra Wilkisko
2944,Radosna Lisnik
2945,Mała Wilknik
2946,Piaszczysta Miechnica
2947,Piaszczysta Miechnik
2948,Twarda Odrisko
2949,Mętna Dębnanka
2950,Czarny Stawowo
2951,Spokojna Piaskęta
2952,Mokra Czernnik
2953,Zimna Czernów
2954,Czarna Odręta
2955,Mała Zawadów
2956,Górna Brzozówka
2957,Biała Żabinów
2958,Biała Czernisko
2959,Mały Grabnik
2960,Stara Wierzchówka
2961,Wesoła Lisówka
2962,Cicha Kobylice
2963,Spokojna Zawadcze
2964,Nowy Dębnnik
2965,Zielona Krzywowo
2966,Nowy Brzozice
2967,Czerwona Piasknica
2968,Radosna Miechisko
2969,Górna Żabinowo
2970,Dolna Czernno
2971,Nowy Dębnnica
2972,Miła Dębnówka
2973,Bagnista Wierzchek
2974,Zielona Wierzchówka
2975,Zielony Wierzchice
2976,Wilcza Stawice
2977,Cichy Stróże
2978,Twarda Borków
2979,Dolna Odrnik
2980,Krzywnica
2981,Dębnno
2982,Czerwona Rudcze
2983,Ciepła Zawadno
2984,Czerwona Topolówka
2985,Stara Rudów
2986,Piaszczysta Wierzchnik
2987,Piaszczysta Brzozęta
2988,Strumyce
2989,Stara Żabinice
2990,Złota Lisice
2991,Mętna Borkek
2992,Stara Kamienin
2993,Nowa Odrówka
2994,Miła Topolisko
2995,Czarny Uroczysko
2996,Ciepła Wilkowo
2997,Miła Rudęta
2998,Gładka Dębnin
2999,Wielka Topolice
3000,Dolna Topolanka
3001,Pusta Grabice
3002,Mętna Zawadin
3003,Wydłużona Korytówka
3004,Sucha Sosnęta
3005,Gładka Odrówka
3006,Łomża
3007,Zielony Topolówka
3008,Górny Piaskcze
3009,Czarny Miechnica
3010,Górny Borkęta
3011,Wilcza Brzozanka
3012,Wielka Żabinice
3013,Kręta Wilkek
3014,Mała Piaskisko
3015,Czarny Zawadnica
3016,Wielki Odręta
3017,Piaskówka
3018,Nowa Lisyce
3019,Błękitna Sosnęta
3020,Czarna Żabinanka
3021,Wesoła Dębnno
3022,Leśna Stawnik
3023,Czerwona Radom
3024,Górna Kamiennik
3025,Szeroka Zawadów
3026,Czerwona Dębnęta
3027,Górna Żabinisko
3028,Czarny Odrice
3029,Czerwona Białcze
3030,Twarda Wierzchnica
3031,Miła Sosnnik
3032,Kobylnik
3033,Piaszczysta Dębncze
3034,Mętna Kamiennik
3035,Piaszczysta Kamienowo
3036,Cichy Kamienanka
3037,Ostra Łączki
3038,Biała Złotyce
3039,Czarna Kobylisko
3040,Leśna Borkisko
3041,Ostra Rudówka
3042,Czarna Żabinówka
3043,Nowy Gościniec
3044,Miła Łomża
3045,Mała Kobylice
3046,Złota Borków
3047,Kręta Stawowo
3048,Mokra Korytanka
3049,Krzywa Piaskowo
3050,Zielona Topolek
3051,Górny Sosnyce
3052,Stara Piaskcze
3053,Spokojna Czerncze
3054,Leśna Stawisko
3055,Stary Kobylówka
3056,Ostra Bór
3057,Kręta Piaskno
3058,Wysoka Białowo
3059,Bagnista Liscze
3060,Dolny Rudek
3061,Kręta Łęgisko
3062,Leśna Grabcze
3063,Dolny Białów
3064,Wysoka Borkno
3065,Słoneczna Ropanka
3066,Radosna Białnik
3067,Ciepła Lisów
3068,Piaszczysta Miechówka
3069,Piaszczysta Stawów
3070,Gładka Łany
3071,Gliniana Łączki
3072,Nowy Miechyce
3073,Zimna Piaskyce
3074,Mała Czernice
3075,Zielony Kobylów
3076,Szeroka Białnik
3077,Czarna Sosnin
3078,Wydłużona Odrnik
3079,Słoneczna Jar
3080,Górny Borknik
3081,Radosna Dolina
3082,Gliniana Źródło
3083,Spokojna Strumów
3084,Kręta Dębnin
3085,Dolna Kobylówka
3086,Nowy Zawadanka
3087,Krzywa Odryce
3088,Bagnista Brzozcze
3089,Sucha Odrice
3090,Zimna Łęgów
3091,Biała Kobylówka
3092,Zielona Piaskno
3093,Gliniana Strumówka
3094,Stara Topolno
3095,Mokra
3096,Mała Zagórze
3097,Złota Dębncze
3098,Górna Żabinice
3099,Nowa Złotowo
3100,Czarny Czernanka
3101,Czerwona Żabinice
3102,Gładka Łęgówka
3103,Dolna Kobylanka
3104,Wielka Strumęta
3105,Piaszczysta Ropek
3106,Wysoka Strumin
3107,Biała Wierzchisko
3108,Cicha Kamienice
3109,Nowy Czernice
3110,Czarny Kamienin
3111,Błękitna Strumanka
3112,Ostra Brzozek
3113,Błękitna Grabowo
3114,Słoneczna Kamiennica
3115,Dolny Krzywek
3116,Mokra Topolnica
3117,Cichy Ropcze
3118,Ciepła Grabice
3119,Wydłużona Ropnik
3120,Szeroka Skrzynka
3121,Górna Borkin
3122,Błękitna Czernanka
3123,Górny Miechówka
3124,Zimna Sosnek
3125,Pusta Piaskcze
3126,Zielona Złotek
3127,Wielka Miechyce
3128,Cichy Złotin
3129,Górna Złotyce
3130,Dolna Olszyny
3131,Czarna Stawek
3132,Zielona Złotnik
3133,Pusta Kamienów
3134,Biała Knieja
3135,Wilcza Smugi
3136,Bagnista Sosnno
3137,Cicha Rudanka
3138,Dolny Piaskisko
3139,Dolna Żabinnik
3140,Słoneczna Młyn
3141,Radosna Kamienęta
3142,Szeroka Czersk
3143,Górna Sosnów
3144,Stara Lisnica
3145,Wilcza Rudów
3146,Słoneczna Brzozęta
3147,Nowa Odryce
3148,Górny Piaskyce
3149,Sucha Kamienno
3150,Zielony Dębnyce
3151,Wydłużona Przemyśl
3152,Bagnista Rudisko
3153,Szeroka Czernów
3154,Wydłużona Czernanka
3155,Cichy Rudcze
3156,Radosna Strumin
3157,Słoneczna Dębnanka
3158,Krzywa Borkanka
3159,Bagnista Borków
3160,Miła Miechowo
3161,Dolna Kobylisko
3162,Twarda Brzoznica
3163,Zimna Wilknica
3164,Leśna Most
3165,Szeroka Topolowo
3166,Cicha Kobylyce
3167,Dolna Odryce
3168,Czarna Borkcze
3169,Wydłużona Sosnisko
3170,Wydłużona Żabinęta
3171,Górny Głogów
3172,Gładka Kobylek
3173,Szeroka Kamienice
3174,Wielka Białanka
3175,Nowy Odrice
3176,Górna Żabinnica
3177,Nowa Łęgyce
3178,Kręta Miechęta
3179,Czarny Krzywek
3180,Leśna Bór
3181,Leśna Głęboczek
3182,Stary Dębnnik
3183,Stara Czernno
3184,Cichy Wilkisko
3185,Cichy Brzozek
3186,Górna Łęganka
3187,Stary Brzozcze
3188,Mokra Brzozówka
3189,Gładka Kobylice
3190,Gliniana Topolanka
3191,Ostra Olszyny
3192,Spokojna Czernno
3193,Kręta Wolica
3194,Biała Topolice
3195,Mały Dębnów
3196,Górna Ropisko
3197,Nowa Wierzchcze
3198,Radosna Strumowo
3199,Mętna Wierzchno
3200,Nowy Brzozno
3201,Wydłużona Wierzchowo
3202,Mokra Krzywin
3203,Mętna Korytno
3204,Krzywa Bór
3205,Szeroka Stawęta
3206,Jedlina
3207,Czarna Złotcze
3208,Gliniana Białów
3209,Czerwona Topolów
3210,Wielka Dębnęta
3211,Zielona Zawadowo
3212,Mały Sosny
3213,Miła Odrek
3214,Złota Wierzchin
3215,Wydłużona Białówka
3216,Wilcza Stawek
3217,Wesoła Zawadisko
3218,Wesoła Dębnek
3219,Stary Dębnanka
3220,Biała Młyn
3221,Stara Zawadanka
3222,Zielona Złotów
3223,Gładka Ropisko
3224,Bagnista Wilków
3225,Zimna Złotnik
3226,Wielki Korytęta
3227,Pusta Żabinowo
3228,Pusta Złotek
3229,Mokra Topolno
3230,Leśna Zawadcze
3231,Sucha Zdrój
3232,Zielona Skała
3233,Mały Korytin
3234,Miła Strumówka
3235,Nowa Rudice
3236,Ciepła Czersk
3237,Zimna Stawów
3238,Zielona Sosnisko
3239,Zielony Ropęta
3240,Złota Stawcze
3241,Gliniana Czernów
3242,Wilcza Miechnica
3243,Wielka Czerncze
3244,Ostra Złotice
3245,Zielona Kobylisko
3246,Twarda Topolów
3247,Miła Zarośle
3248,Cicha Żabinice
3249,Radosna Korytów
3250,Mały Łąka
3251,Ciepła Piaskówka
3252,Nowa Odrisko
3253,Nowy Sosnice
3254,Bagnista Stawanka
3255,Pusta Wierzchnik
3256,Stara Miechanka
3257,Wesoła Ropanka
3258,Wielka Grabin
3259,Radosna Zarośle
3260,Nowa Kamienowo
3261,Miła Białnica
3262,Pusta Brzozek
3263,Leśna Stawęta
3264,Biała Dębnisko
3265,Cicha Rudice
3266,Biała Łomża
3267,Górny Borkice
3268,Cichy Krzywów
3269,Zimna Ropnica
3270,Wielki Kobylek
3271,Ciepła Żabinanka
3272,Kręta Sosnanka
3273,Biała Brzozówka
3274,Spokojna Strumcze
3275,Kręta Czernęta
3276,Kręta Brzozanka
3277,Pusta Grabno
3278,Nowa Topolęta
3279,Cichy Stawęta
3280,Mętna Sosnanka
3281,Czarna Korytin
3282,Wielka Korytisko
3283,Złota Korytin
3284,Czarna Gościniec
3285,Górny Odrice
3286,Miła Piasknica
3287,Wesoła Ropice
3288,Gładka Ropyce
3289,Czarny Rudówka
3290,Gładka Zawadnik
3291,Dolny Odrówka
3292,Cichy Topolówka
3293,Wielki Rudin
3294,Czarna Stawin
3295,Biała Żabinęta
3296,Słoneczna Stawęta
3297,Gładka Żabinówka
3298,Zimna Czernnica
3299,Zielony Łęgowo
3300,Zielona Sosnowiec
3301,Wielki Ropowo
3302,Górna Złotisko
3303,Spokojna Złotno
3304,Sucha Topolówka
3305,Biała Łęgisko
3306,Stary Dębnice
3307,Wielki Piaskanka
3308,Dolna Wierzchówka
3309,Dolna Zarośle
3310,Szeroka Struga
3311,Dolny Złotnik
3312,Leśna Zawadin
3313,Sucha Piaskice
3314,Sucha Dębnów
3315,Górny Zawadisko
3316,Zimna Rudice
3317,Biała Odryce
3318,Stary Borkek
3319,Cichy Brzozyce
3320,Krzywa Krzywnica
3321,Pusta Sosnno
3322,Ciepła Dębnyce
3323,Górna Krzywek
3324,Wielki Stawyce
3325,Górna Głęboczek
3326,Nowy Miechno
3327,Biała Borkęta
3328,Wesoła Grabanka
3329,Stara Krosno
3330,Wysoka Odrno
3331,Radosna Brzoznica
3332,Leśna Łąka
3333,Sucha Żabincze
3334,Złota Złotyce
3335,Spokojna Zawadnica
3336,Mętna Olszyny
3337,Szeroka Krzywęta
3338,Leśna Baranów
3339,Szeroka Most
3340,Ostra Odrcze
3341,Pusta Strumisko
3342,Mały Dolina
3343,Piaszczysta Złotice
3344,Dolny Krzywęta
3345,Nowa Złotnica
3346,Wydłużona Korytice
3347,Leśna Krzywyce
3348,Gliniana Wierzchcze
3349,Słoneczna Zawadowo
3350,Zielony Złotice
3351,Kręta Ropnica
3352,Czerwona Borkin
3353,Miła Odrcze
3354,Górny Kobylanka
3355,Mokra Łęgin
3356,Mętna Modrzew
3357,Cichy Wilkanka
3358,Zielony Piaskno
3359,Wesoła Przemyśl
3360,Biała Miechanka
3361,Cicha Zawadek
3362,Wydłużona Sosny
3363,Miła Zawadnica
3364,Kręta Kobylów
3365,Zielony Grabów
3366,Wielka Stawanka
3367,Leśna Sosnice
3368,Miła Kamienów
3369,Gładka Korytin
3370,Wilcza Krzywisko
3371,Leśna Rudnik
3372,Mokra Korytisko
3373,Wilcza Zawadów
3374,Bagnista Krzywnik
3375,Radosna Strumów
3376,Zielony Zawadnica
3377,Górna Wierzchyce
3378,Wesoła Grabów
3379,Wesoła Piaskice
3380,Sucha Brzoznik
3381,Laskowa
3382,Pusta Strumnica
3383,Górna Rudno
3384,Ostra Łąka
3385,Piaszczysta Źródło
3386,Wesoła Łany
3387,Ostra Piaskice
3388,Wesoła Łęgin
3389,Dolny Piaskno
3390,Radosna Las
3391,Cicha Dębnno
